#seq_name	length	cov.	circ.	repeat	mult.	alt_group	graph_path
contig_198	49634	111	N	N	1	*	198
contig_467	49581	5	N	N	1	*	*,467,*
contig_371	49482	3	N	N	1	*	371
contig_498	49415	4	N	N	1	*	*,498,*
contig_381	48407	4	N	N	1	*	*,381,*
contig_670	48300	3	N	N	1	*	*,670,*
contig_298	48054	145	N	N	1	*	298
contig_182	47576	208	N	Y	1	*	182
contig_183	47552	270	N	Y	1	*	183
contig_442	47511	4	N	N	1	*	*,442,*
contig_413	47180	3	N	N	1	*	*,413,*
contig_662	46706	5	N	N	1	*	*,662,*
contig_1	46466	3	N	N	1	*	*,1,*
contig_162	46444	3	N	N	1	*	*,162,*
contig_40	46067	4	N	N	1	*	*,40,*
contig_433	45778	4	N	N	1	*	*,433,*
contig_302	45767	21	N	Y	1	402	*,302,*
contig_417	45737	6	N	N	1	*	*,417,*
contig_35	45357	3	N	N	1	*	*,35,*
contig_554	45270	4	N	N	1	*	*,554,*
contig_19	45126	303	N	Y	1	430	*,19,*
contig_18	44972	21	N	Y	1	430	*,18,*
contig_487	44912	4	N	N	1	*	*,487,*
contig_483	44732	4	N	N	1	*	*,483,*
contig_667	44501	4	N	N	1	*	*,667,*
contig_589	44473	6	N	N	1	*	*,589,*
contig_435	44184	4	N	N	1	*	*,435,*
contig_349	44090	4	N	N	1	*	*,349,*
contig_499	43727	4	N	N	1	*	*,499,*
contig_48	43526	171	N	N	1	*	48
contig_627	43286	4	N	N	1	*	*,627,*
contig_90	43093	4	N	N	1	*	*,90,*
contig_522	42629	3	N	N	1	*	*,522,*
contig_463	42216	5	N	N	1	*	*,463,*
contig_525	41718	6	N	N	1	*	*,525,*
contig_158	41625	5	N	N	1	*	*,158,*
contig_319	41570	5	N	N	1	*	*,319,*
contig_558	41401	4	N	N	1	*	*,558,*
contig_641	41293	3	N	N	1	*	*,641,*
contig_668	41206	20	N	Y	1	320	*,668,*
contig_610	41074	3	N	N	1	*	*,610,*
contig_466	41065	5	N	N	1	*	*,466,*
contig_307	40785	23	N	Y	1	*	*,307,*
contig_321	40708	4	N	N	1	*	*,321,*
contig_87	40672	122	N	N	1	*	87,-86,678,88,680
contig_394	40665	4	N	N	1	*	*,394,*
contig_539	40458	3	N	N	1	*	*,539,*
contig_460	40035	3	N	N	1	*	*,460,*
contig_542	40018	3	N	N	1	*	*,542,*
contig_639	39923	4	N	N	1	*	*,639,*
contig_445	39796	3	N	N	1	*	*,445,*
contig_370	39743	3	N	N	1	*	*,370,*
contig_318	39598	3	N	N	1	*	*,318,*
contig_556	39554	5	N	N	1	*	*,556,*
contig_354	39494	313	N	Y	1	*	354
contig_367	38980	3	N	N	1	*	*,367,*
contig_338	38899	3	N	N	1	*	*,338,*
contig_523	38688	5	N	N	1	*	*,523,*
contig_443	38287	4	N	N	1	*	*,443,*
contig_471	38243	3	N	N	1	*	*,471,*
contig_42	38221	4	N	N	1	*	*,42,*
contig_8	38088	4	N	N	1	*	*,8,*
contig_190	37533	375	N	Y	2	358	*,190,*
contig_424	37530	4	N	N	1	*	*,424,*
contig_597	37364	3	N	N	1	*	*,597,*
contig_519	37316	5	N	N	1	*	*,519,*
contig_570	37272	4	N	N	1	*	*,570,*
contig_159	37179	4	N	N	1	*	*,159,*
contig_461	37073	5	N	N	1	*	*,461,*
contig_614	36834	4	N	N	1	*	*,614,*
contig_609	36737	3	N	N	1	*	*,609,*
contig_631	36691	3	N	N	1	*	*,631,*
contig_205	36494	20	Y	Y	1	4	205
contig_563	36085	4	N	N	1	*	*,563,*
contig_384	36048	5	N	N	1	*	*,384,*
contig_682	35907	21	N	Y	1	*	*,682,*
contig_527	35857	3	N	N	1	*	*,527,*
contig_440	35635	4	N	N	1	*	*,440,*
contig_328	35585	5	N	N	1	*	*,328,*
contig_732	35510	4	N	N	1	*	*,732,*
contig_561	35455	3	N	N	1	*	*,561,*
contig_373	35291	4	N	N	1	*	*,373,*
contig_374	35179	4	N	N	1	*	*,374,*
contig_122	35166	105	N	Y	1	342	*,122,*
contig_320	35143	4	N	N	1	*	*,320,*
contig_450	35117	3	N	N	1	*	*,450,*
contig_306	34936	132	N	Y	1	406	*,306,*
contig_121	34913	43	N	Y	1	342	*,121,*
contig_340	34874	4	N	N	1	*	*,340,*
contig_604	34802	5	N	N	1	*	*,604,*
contig_608	34766	3	N	N	1	*	*,608,*
contig_65	34384	4	N	N	1	*	*,65,*
contig_511	34343	4	N	N	1	*	*,511,*
contig_191	34133	19	N	Y	1	358	*,191,*
contig_529	34027	5	N	N	1	*	*,529,*
contig_343	33969	3	N	N	1	*	*,705,343,*
contig_504	33849	5	N	N	1	*	*,504,*
contig_291	33761	22	N	Y	1	396	*,291,*
contig_586	33744	3	N	N	1	*	*,586,*
contig_559	33718	4	N	N	1	*	*,559,*
contig_493	33400	4	N	N	1	*	*,493,*
contig_633	33373	4	N	N	1	*	*,633,*
contig_557	33344	4	N	N	1	*	*,557,*
contig_601	33309	4	N	N	1	*	*,601,*
contig_393	33248	6	N	N	1	*	*,393,*
contig_613	33120	3	N	N	1	*	*,613,*
contig_470	32992	4	N	N	1	*	*,470,*
contig_531	32689	4	N	N	1	*	*,531,*
contig_494	32220	4	N	N	1	*	*,494,*
contig_11	32171	27	N	N	1	*	11,-224,-689
contig_517	31996	4	N	N	1	*	*,517,*
contig_436	31972	4	N	N	1	*	*,436,*
contig_492	31620	6	N	N	1	*	*,492,*
contig_400	31503	4	N	N	1	*	*,400,*
contig_573	30996	4	N	N	1	*	*,573,*
contig_574	30959	5	N	N	1	*	*,574,*
contig_139	30673	3	N	N	1	*	*,139,*
contig_600	30411	4	N	N	1	*	*,600,*
contig_526	30373	4	N	N	1	*	*,526,*
contig_480	30235	5	N	N	1	*	*,480,*
contig_567	30229	4	N	N	1	*	*,567,*
contig_569	30203	4	N	N	1	*	*,569,*
contig_496	30084	5	N	N	1	*	*,496,*
contig_592	29914	4	N	N	1	*	*,592,*
contig_106	29874	135	N	Y	1	332	*,106,*
contig_448	29631	3	N	N	1	*	*,448,*
contig_385	29518	4	N	N	1	*	*,385,*
contig_711	29488	4	N	N	1	*	*,711,*
contig_666	29403	307	N	Y	1	318	*,666,*
contig_25	29364	21	N	Y	1	318	*,25,*
contig_708	29343	4	N	N	1	*	*,708,*
contig_250	29295	271	N	Y	1	*	250
contig_366	29109	4	N	N	1	*	*,366,*
contig_350	29103	6	N	N	1	*	*,350,*
contig_27	29027	3	N	N	1	*	*,27,*
contig_412	28949	4	N	N	1	*	*,412,*
contig_479	28874	5	N	N	1	*	*,479,*
contig_22	28607	145	N	N	1	*	22,-21
contig_140	28600	96	N	N	1	*	140
contig_221	28561	153	N	N	1	*	221
contig_165	28238	326	N	Y	1	350	*,165,*
contig_200	28226	21	N	Y	1	364	*,200,*
contig_344	28132	4	N	N	1	*	*,705,344,*
contig_626	28106	3	N	N	1	*	*,626,*
contig_514	27951	4	N	N	1	*	*,514,*
contig_261	27839	231	N	Y	1	450	*,261,*
contig_166	27661	20	N	Y	1	350	*,166,*
contig_110	27588	4	N	N	1	*	*,110,*
contig_650	27561	5	N	N	1	*	*,650,*
contig_583	27512	4	N	N	1	*	*,583,*
contig_599	27424	4	N	N	1	*	*,599,*
contig_571	27225	3	N	N	1	*	*,571,*
contig_478	27106	4	N	N	1	*	*,478,*
contig_324	27103	4	N	N	1	*	*,324,*
contig_262	27092	21	N	Y	1	450	*,262,*
contig_481	26907	5	N	N	1	*	*,481,*
contig_488	26815	4	N	N	1	*	*,488,*
contig_686	26669	294	N	Y	1	398	*,686,*
contig_156	26665	21	N	Y	1	398	*,156,*
contig_576	26624	3	N	N	1	*	*,576,*
contig_709	26518	4	N	N	1	*	*,709,*
contig_591	26268	3	N	N	1	*	*,591,*
contig_618	26244	4	N	N	1	*	*,618,*
contig_372	25955	3	N	N	1	*	*,372,*
contig_705	25931	5	N	Y	1	*	*,705
contig_368	25770	4	N	N	1	*	*,368,*
contig_698	25745	3	N	N	1	*	*,698,*
contig_199	25621	136	N	Y	1	364	*,199,*
contig_279	25548	123	N	Y	1	390	*,279,*
contig_336	25531	4	N	N	1	*	*,336,*
contig_515	25227	5	N	N	1	*	*,515,*
contig_300	25221	115	N	N	1	*	300,697
contig_625	25051	4	N	N	1	*	*,625,*
contig_722	25040	4	N	N	1	*	*,722,*
contig_538	25030	5	N	N	1	*	*,538,*
contig_67	24716	4	N	N	1	*	*,67,*
contig_292	24636	188	N	Y	1	396	*,292,*
contig_462	24551	4	N	N	1	*	*,462,*
contig_346	24550	3	N	N	1	*	*,346,*
contig_636	24144	3	N	N	1	*	*,636,*
contig_620	23886	4	N	N	1	*	*,620,*
contig_312	23862	21	N	Y	1	410	*,312,*
contig_547	23793	3	N	N	1	*	*,547,*
contig_453	23776	4	N	N	1	*	*,453,*
contig_379	23765	5	N	N	1	*	*,379,*
contig_465	23719	6	N	N	1	*	*,465,*
contig_469	23621	6	N	N	1	*	*,469,*
contig_545	23550	3	N	N	1	*	*,545,*
contig_654	23491	4	N	N	1	*	*,654,*
contig_518	23416	3	N	N	1	*	*,518,*
contig_157	23338	5	N	N	1	*	*,157,*
contig_482	23252	4	N	N	1	*	*,482,*
contig_434	23159	4	N	N	1	*	*,434,*
contig_353	23085	3	N	N	1	*	*,353,*
contig_675	23008	5	N	N	1	*	*,675,*
contig_596	23004	3	N	N	1	*	*,596,*
contig_524	22899	5	N	N	1	*	*,524,*
contig_565	22744	3	N	N	1	*	*,565,*
contig_233	22726	202	N	Y	1	*	*,233,*
contig_536	22719	3	N	N	1	*	*,536,*
contig_342	22709	3	N	N	1	*	*,342,*
contig_144	22692	4	N	N	1	*	*,144,*
contig_649	22549	3	N	N	1	*	*,649,*
contig_551	22464	4	N	N	1	*	*,551,*
contig_234	22461	20	N	Y	1	372	*,234,*
contig_474	22443	5	N	N	1	*	*,474,*
contig_582	22440	3	N	N	1	*	*,582,*
contig_377	22420	3	N	N	1	*	*,377,*
contig_688	22398	221	N	N	1	*	688
contig_220	22036	126	N	N	1	*	220
contig_75	22011	6	N	N	1	*	*,75,*
contig_81	21959	3	N	N	1	*	*,81,*
contig_588	21929	5	N	N	1	*	*,588,*
contig_628	21803	4	N	N	1	*	*,628,*
contig_388	21798	4	N	N	1	*	*,388,*
contig_655	21774	6	N	N	1	*	*,655,*
contig_376	21658	5	N	N	1	*	*,376,*
contig_616	21649	4	N	N	1	*	*,616,*
contig_661	21645	153	N	N	1	*	661
contig_476	21555	4	N	N	1	*	*,476,*
contig_89	21546	5	N	N	1	*	*,89,*
contig_390	21449	4	N	N	1	*	*,390,*
contig_552	21327	3	N	N	1	*	*,552,731,*
contig_358	21300	3	N	N	1	*	*,358,*
contig_133	21240	3	N	N	1	*	*,133,*
contig_540	21135	4	N	N	1	*	*,540,*
contig_405	21118	3	N	N	1	*	*,405,*
contig_387	21110	4	N	N	1	*	*,387,*
contig_603	21103	3	N	N	1	*	*,603,*
contig_45	21066	4	N	N	1	*	*,45,*
contig_124	20937	94	N	Y	1	*	*,124,*
contig_100	20771	148	N	Y	1	330	*,100,*
contig_648	20744	3	N	N	1	*	*,648,*
contig_237	20725	100	N	Y	1	*	237
contig_520	20686	5	N	N	1	*	*,520,*
contig_154	20556	4	N	N	1	*	*,154,*
contig_607	20309	4	N	N	1	*	*,607,*
contig_101	20295	21	N	Y	1	330	*,101,*
contig_560	20271	3	N	N	1	*	*,560,*
contig_143	20258	5	N	N	1	*	*,143,*
contig_606	20252	3	N	N	1	*	*,606,*
contig_541	20035	3	N	N	1	*	*,541,*
contig_555	19703	4	N	N	1	*	*,555,*
contig_521	19640	4	N	N	1	*	*,521,*
contig_395	19605	4	N	N	1	*	*,395,*
contig_489	19555	5	N	N	1	*	*,489,*
contig_544	19277	6	N	N	1	*	*,544,*
contig_530	19276	4	N	N	1	*	*,530,*
contig_638	19077	4	N	N	1	*	*,638,*
contig_245	18959	273	N	Y	1	*	245
contig_93	18888	3	N	N	1	*	*,93,*
contig_656	18877	3	N	N	1	*	*,656,*
contig_685	18827	229	N	Y	1	400	*,685,*
contig_155	18812	19	N	Y	1	400	*,155,*
contig_581	18596	5	N	N	1	*	*,581,*
contig_505	18554	3	N	N	1	*	*,505,*
contig_425	18450	3	N	N	1	*	*,425,*
contig_423	18369	3	N	N	1	*	*,423,*
contig_503	18359	5	N	N	1	*	*,503,*
contig_623	18358	5	N	N	1	*	*,623,*
contig_9	18056	4	N	N	1	*	*,9,*
contig_185	17895	21	N	N	1	*	183,185
contig_562	17882	3	N	N	1	*	*,562,*
contig_644	17870	4	N	N	1	*	*,644,*
contig_352	17838	5	N	N	1	*	*,352,*
contig_595	17820	5	N	N	1	*	*,595,*
contig_594	17814	4	N	N	1	*	*,594,*
contig_703	17595	7	Y	N	1	*	703
contig_58	17493	643	Y	Y	3	164	58
contig_38	17463	4	N	N	1	*	*,38,*
contig_615	17438	5	N	N	1	*	*,615,*
contig_278	17074	73	N	Y	1	390	*,278
contig_506	17011	4	N	N	1	*	*,506,*
contig_280	16989	20	N	Y	1	390	*,280
contig_92	16911	4	N	N	1	*	*,92,*
contig_621	16723	7	N	N	1	*	*,621,*
contig_326	16694	4	N	N	1	*	*,326,*
contig_339	16618	6	N	N	1	*	*,339,*
contig_126	16481	88	N	Y	1	344	*,126,*
contig_578	16376	3	N	N	1	*	*,578,*
contig_490	16328	3	N	N	1	*	*,490,*
contig_564	16311	3	N	N	1	*	*,564,*
contig_187	16238	196	N	Y	1	360	*,187,*
contig_39	16216	3	N	N	1	*	*,39,*
contig_484	16207	3	N	N	1	*	*,484,*
contig_437	16194	4	N	N	1	*	*,437,*
contig_193	16125	18	N	Y	1	360	*,193,*
contig_398	16122	6	N	N	1	*	*,398,*
contig_632	16064	4	N	N	1	*	*,632,*
contig_441	16061	4	N	N	1	*	*,441,*
contig_41	16040	3	N	N	1	*	*,41,*
contig_724	16007	4	N	N	1	*	*,724,*
contig_593	15993	3	N	N	1	*	*,593,*
contig_491	15991	5	N	N	1	*	*,491,*
contig_579	15966	7	N	N	1	*	*,579,*
contig_70	15876	3	N	N	1	*	*,70,*
contig_56	15743	5	N	N	1	*	*,56,*
contig_528	15715	3	N	N	1	*	*,528,*
contig_264	15535	66	N	Y	1	*	264
contig_543	15462	3	N	N	1	*	*,543,*
contig_55	15391	3	N	N	1	*	*,55,*
contig_640	15354	3	N	N	1	*	*,640,*
contig_170	15314	237	N	Y	1	*	170
contig_403	14822	81	N	Y	1	356	*,403,*
contig_91	14762	5	N	N	1	*	*,91,*
contig_630	14726	3	N	N	1	*	*,630,*
contig_497	14696	4	N	N	1	*	*,497,*
contig_402	14556	14	N	Y	1	356	*,402,*
contig_72	14508	173	N	Y	1	438	*,72,*
contig_629	14224	4	N	N	1	*	*,629,*
contig_392	14206	4	N	N	1	*	*,392,*
contig_73	14077	18	N	Y	1	438	*,73,*
contig_501	14029	3	N	N	1	*	*,501,*
contig_612	14004	5	N	N	1	*	*,612,*
contig_695	13950	17	N	Y	1	394	695,*
contig_68	13782	4	N	N	1	*	*,68,*
contig_468	13764	5	N	N	1	*	*,468,*
contig_26	13581	3	N	N	1	*	*,26,*
contig_572	13576	3	N	N	1	*	*,572,*
contig_502	13508	5	N	N	1	*	*,502,*
contig_624	13493	4	N	N	1	*	*,624,*
contig_637	13460	3	N	N	1	*	*,637,*
contig_723	13436	3	N	N	1	*	*,723,*
contig_580	13244	6	N	N	1	*	*,580,*
contig_585	13237	3	N	N	1	*	*,585,*
contig_665	13197	31	N	Y	1	*	*,665,*
contig_23	13192	43	N	Y	1	316	*,23,*
contig_270	13164	133	N	N	1	*	264,270,-265
contig_619	13128	3	N	N	1	*	*,619,*
contig_643	13012	3	N	N	1	*	*,643,*
contig_348	12838	4	N	N	1	*	*,348,*
contig_311	12754	154	N	Y	1	410	*,311,*
contig_458	12607	3	N	N	1	*	*,458,*
contig_605	12607	4	N	N	1	*	*,605,*
contig_66	12557	4	N	N	1	*	*,66,*
contig_13	12379	4	N	N	1	*	*,13,*
contig_71	12339	4	N	N	1	*	*,71,*
contig_46	12278	5	N	N	1	*	*,46,*
contig_409	12225	3	N	N	1	*	*,409,*
contig_375	11940	4	N	N	1	*	*,375,*
contig_335	11895	6	N	N	1	*	*,335,*
contig_584	11824	5	N	N	1	*	*,584,*
contig_57	11794	3	N	N	1	*	*,57,*
contig_590	11752	4	N	N	1	*	*,590,*
contig_404	11645	4	N	N	1	*	*,404,*
contig_216	11452	129	N	Y	1	370	*,216,*
contig_473	11441	3	N	N	1	*	*,473,*
contig_310	11195	96	Y	Y	1	274	310
contig_163	11185	105	Y	Y	1	146	163
contig_548	11149	3	N	N	1	*	*,548,*
contig_78	10988	4	N	N	1	*	*,78,*
contig_653	10790	5	N	N	1	*	*,653,*
contig_152	10714	4	N	N	1	*	*,152,*
contig_645	10614	4	N	N	1	*	*,645,*
contig_647	10530	3	N	N	1	*	*,647,*
contig_266	10472	19	N	Y	1	386	*,266,*
contig_622	10407	3	N	N	1	*	*,622,*
contig_426	10334	3	N	N	1	*	*,426,*
contig_651	10275	8	N	N	1	*	*,651,*
contig_535	10200	28	N	N	7	*	*,535,*
contig_683	10169	81	N	Y	1	362	*,683,*
contig_54	10167	114	Y	Y	1	170	54
contig_251	10166	58	N	Y	1	*	*,251,*
contig_252	10055	21	N	Y	1	380	*,252,*
contig_602	9979	3	N	N	1	*	*,602,*
contig_118	9823	18	Y	Y	1	*	118
contig_568	9644	3	N	N	1	*	*,568,*
contig_123	9625	11	N	Y	1	362	*,123,*
contig_231	9589	6	Y	Y	1	236	231
contig_301	9543	133	N	Y	1	402	*,301,*
contig_109	9524	5	N	N	1	*	*,109,*
contig_49	9391	89	N	N	1	*	49
contig_446	9368	5	N	N	1	*	*,446,*
contig_657	9324	5	N	N	1	*	*,657,*
contig_660	9146	266	Y	N	1	*	660
contig_646	9114	3	N	N	1	*	*,646,*
contig_74	8689	3	N	N	1	*	*,74,*
contig_130	8661	5	N	Y	1	344	*,130
contig_323	8656	6	N	N	1	*	*,323,*
contig_76	8446	4	N	N	1	*	*,76,*
contig_34	8380	3	N	N	1	*	*,34,*
contig_617	8368	3	N	N	1	*	*,617,*
contig_634	8238	4	N	N	1	*	*,634,*
contig_449	8193	3	N	N	1	*	*,449,*
contig_236	8162	158	N	Y	1	374	*,236,*
contig_642	8158	3	N	N	1	*	*,642,*
contig_693	8110	12	N	Y	1	390	693,*
contig_238	8001	19	N	Y	1	376	*,238,*
contig_52	7933	10	N	Y	1	326	*,52,*
contig_681	7920	12	N	Y	1	334	*,681,*
contig_512	7897	856	Y	N	4	*	512
contig_102	7712	18	N	Y	1	334	*,102,*
contig_128	7665	16	N	Y	1	344	*,128
contig_241	7547	20	N	Y	1	376	241
contig_53	7377	36	N	Y	1	*	*,53,*
contig_674	7319	46	N	Y	1	162	*,674,*
contig_194	7299	10	N	Y	1	344	194
contig_273	7223	8	Y	Y	1	256	273
contig_414	7198	3	N	N	1	*	*,414,*
contig_296	7104	28	N	Y	1	298	*,296,*
contig_218	6890	87	N	N	1	*	218
