Query	Subject	Evalue	PID	Subject_Pid	Coverage	Query_coverage
COG0552_0|COG0552_1_1	COG3118	1.18e-17	0.3896	0.09868	0.2533	0.9872
COG0552_0|COG0552_1_2	COG2166	2.82e-49	0.432	0.375	0.8681	0.8929
COG0552_0|COG0552_1_3	COG2151	4.46e-32	0.4286	0.3784	0.8829	0.9333
COG0552_0|COG0552_1_4	COG0552	1.76e-148	0.5048	0.4618	0.9147	0.978
COG0049_1|COG0049_2_2	COG0048	2.27e-73	0.7797	0.7132	0.9147	0.8676
COG0049_1|COG0049_2_3	COG0049	2.12e-65	0.4768	0.4865	1.02	0.9497
COG0051_1_1	COG0480	5.77e-37	0.56	0.08034	0.1435	0.9804
COG0051_1_2	COG0051	1.46e-47	0.5644	0.5481	0.9712	0.9806
COG0060_1_1	COG0060	0	0.3408	0.3891	1.141	0.9318
COG0072_1|COG0072_2_1	COG0221	2.55e-60	0.4737	0.4737	1	0.8104
COG0072_1|COG0072_2_2	COG0072	8.46e-179	0.3537	0.3646	1.031	0.8282
COG0081_1_1	COG0080	1.67e-67	0.579	0.5461	0.9433	0.95
COG0081_1_2	COG0081	1e-99	0.5198	0.5175	0.9956	0.9827
COG0090_1_1	COG0090	1.08e-136	0.5782	0.5782	1	1
COG0090_1_2	COG0185	4.44e-48	0.6477	0.6129	0.9462	0.9888
COG0091_1_1	COG0091	3.77e-34	0.4453	0.475	1.067	0.9014
COG0092_1_1	COG0092	5.06e-88	0.4828	0.4807	0.9957	0.9667
COG0096_1_1	COG0096	2.33e-58	0.542	0.5379	0.9924	0.9632
COG0096_1_2	COG0097	1.49e-72	0.5	0.5169	1.034	0.9485
COG0100_1_1	COG0099	2.84e-27	0.5373	0.2975	0.5537	0.8701
COG0100_1_2	COG0100	1.54e-53	0.5814	0.5814	1	0.9923
COG0103_1|COG0103_2_2	COG0103	1.95e-58	0.5078	0.5	0.9846	0.9922
COG0130_1_1	COG1968	2.86e-22	0.3654	0.1407	0.3852	0.972
COG0130_1_2	COG0130	1.61e-58	0.3674	0.2915	0.7934	0.874
COG0130_1_3	COG0809	2.83e-21	0.66	0.09483	0.1437	1
COG0184_1_1	COG0184	3.66e-32	0.5568	0.5506	0.9888	0.9565
COG0197_1_2	COG0197	6.9e-68	0.6087	0.5753	0.9452	0.9718
COG0200_1_1	COG0200	4.5e-37	0.5163	0.5197	1.007	1.027
COG0201_1_1	COG0201	2.16e-133	0.4442	0.4472	1.007	0.9887
COG0256_1_1	COG0096	5.37e-41	0.5521	0.4015	0.7273	0.96
COG0256_1_2	COG0097	4.02e-72	0.5	0.5169	1.034	0.9946
COG0256_1_3	COG0256	1.07e-40	0.475	0.456	0.96	1
COG0532_1_1	COG0532	0	0.5818	0.5796	0.9961	0.5132
COG0532_1_2	COG0042	4.5e-110	0.4056	0.4056	1	0.9308
COG0541_1_1	COG4992	7.39e-83	0.4089	0.2054	0.5025	0.9713
COG0541_1_2	COG0541	0	0.5711	0.561	0.9823	1.005
COG0060_2_1	COG0060	0	0.3427	0.3912	1.141	0.9318
COG0081_2_1	COG0080	1.67e-67	0.579	0.5461	0.9433	0.95
COG0081_2_2	COG0081	5.11e-99	0.5154	0.5132	0.9956	0.9827
COG0089_2_1	COG0087	1.58e-73	0.5058	0.4037	0.7982	0.9831
COG0089_2_2	COG0088	1.5e-53	0.415	0.3879	0.9346	0.9569
COG0089_2_3	COG0089	2.88e-26	0.4506	0.4362	0.9681	0.9381
COG0090_2_1	COG0090	8.94e-137	0.5746	0.5746	1	1
COG0090_2_2	COG0185	4.44e-48	0.6477	0.6129	0.9462	0.9888
COG0091_2_1	COG0091	3.77e-34	0.4453	0.475	1.067	0.9014
COG0092_2_1	COG0092	3.92e-87	0.5323	0.4592	0.8627	0.834
COG0130_2_1	COG1968	2.86e-22	0.3654	0.1407	0.3852	0.972
COG0130_2_2	COG0130	1.61e-58	0.3674	0.2915	0.7934	0.874
COG0130_2_3	COG0809	2.83e-21	0.66	0.09483	0.1437	1
COG0184_2_1	COG0184	3.66e-32	0.5568	0.5506	0.9888	0.9565
COG0197_2_2	COG0197	2.46e-68	0.6159	0.5822	0.9452	0.9718
COG0198_2_1	COG0093	8.7e-73	0.7377	0.7377	1	0.9919
COG0198_2_2	COG0198	8.33e-31	0.5673	0.5673	1	0.9541
COG0200_2_1	COG0200	9.69e-36	0.5166	0.5132	0.9934	1.013
COG0244_2_1	COG0244	6.34e-24	0.3506	0.3486	0.9943	1.006
COG0532_2_1	COG0532	0	0.5799	0.5776	0.9961	0.5132
COG0532_2_2	COG0042	4.5e-110	0.4056	0.4056	1	0.9308
COG0541_2_1	COG4992	7.39e-83	0.4089	0.2054	0.5025	0.9713
COG0541_2_2	COG0541	0	0.5734	0.5632	0.9823	1.005
COG0552_2_1	COG3118	1.18e-17	0.3896	0.09868	0.2533	0.9872
COG0552_2_2	COG2166	2.82e-49	0.432	0.375	0.8681	0.8929
COG0552_2_3	COG2151	4.46e-32	0.4286	0.3784	0.8829	0.9333
COG0552_2_4	COG0552	1.76e-148	0.5048	0.4618	0.9147	0.978
