#seq_name	length	cov.	circ.	repeat	mult.	alt_group	graph_path
contig_1134	61040	6	N	N	1	*	*,1134,*
contig_1440	60496	6	N	N	1	*	*,1440,*
contig_1296	60114	5	N	N	1	*	*,1296,*
contig_1273	59850	6	N	N	1	*	*,1273,*
contig_195	59334	46	N	N	1	*	409,195,1280
contig_753	59237	6	N	N	1	*	*,753,*
contig_1443	58849	5	N	N	1	*	*,1443,*
contig_266	58833	5	N	N	1	*	*,266,*
contig_440	58431	6	N	N	1	*	*,440,*
contig_1388	58235	5	N	N	1	*	*,1388,*
contig_1320	58009	4	N	N	1	*	*,1320,*
contig_1344	57621	5	N	N	1	*	*,1344,*
contig_167	57380	4	N	N	1	*	*,167,*
contig_1241	57217	5	N	N	1	*	*,1241,*
contig_921	56561	53	N	N	1	*	1327,919,921,-543,-409
contig_1434	55870	5	N	N	1	*	*,1434,*
contig_1005	55315	5	N	N	1	*	*,1005,*
contig_57	54822	50	N	N	1	*	1244,57,577
contig_578	54649	82	N	N	1	*	578,1363
contig_1406	54621	6	N	N	1	*	*,1406,*
contig_313	54233	48	N	N	1	*	-314,-312,313
contig_1301	53701	5	N	N	1	*	*,1301,*
contig_694	53587	5	N	N	1	*	*,694,*
contig_1297	53101	5	N	N	1	*	*,1297,*
contig_1424	53002	5	N	N	1	*	*,1424,*
contig_1342	52790	6	N	N	1	*	*,1342,*
contig_478	52695	6	N	N	1	*	*,478,*
contig_1131	52486	4	N	N	1	*	*,1131,*
contig_1259	52363	6	N	N	1	*	*,102,1259,*
contig_579	52257	36	N	N	1	*	577,579,328,329
contig_519	52097	7	N	N	1	*	*,519,*
contig_977	51827	4	N	N	1	*	*,977,*
contig_1098	51636	6	N	N	1	*	*,1098,*
contig_940	51530	5	N	N	1	*	*,940,*
contig_847	51055	6	N	N	1	*	*,847,*
contig_927	50641	5	N	N	1	*	*,927,*
contig_1018	50412	6	N	N	1	*	*,1018,*
contig_1248	50206	6	N	N	1	*	*,1248,*
contig_515	49871	5	N	N	1	*	*,515,*
contig_29	49532	5	N	N	1	*	*,29,*
contig_1423	49444	5	N	N	1	*	*,1423,*
contig_1425	49345	4	N	N	1	*	*,1425,*
contig_1010	48897	5	N	N	1	*	*,1010,*
contig_360	48581	45	N	N	1	*	555,-361,360,558
contig_114	48367	6	N	N	1	*	*,102,114,*
contig_855	48247	4	N	N	1	*	*,855,*
contig_1436	48133	5	N	N	1	*	*,1436,*
contig_806	47595	5	N	N	1	*	*,806,*
contig_802	47356	6	N	N	1	*	*,802,*
contig_1186	47289	5	N	N	1	*	*,1186,*
contig_1270	47149	5	N	N	1	*	*,1270,*
contig_1215	47127	4	N	N	1	*	*,1215,*
contig_461	46629	64	N	N	1	*	1338,461,462
contig_820	46621	5	N	N	1	*	*,820,*
contig_1430	46612	6	N	N	1	*	*,1430,*
contig_1272	46439	3	N	N	1	*	*,1272,*
contig_1180	45673	5	N	N	1	*	*,1180,*
contig_465	45528	6	N	N	1	*	*,465,*
contig_1033	45286	5	N	N	1	*	*,1033,*
contig_345	45164	19	N	Y	1	308	*,345,*
contig_915	45122	5	N	N	1	*	*,915,*
contig_1260	44737	4	N	N	1	*	*,1260,*
contig_354	44423	50	N	N	1	*	-1319,354,-351,-1316
contig_1299	44252	4	N	N	1	*	*,1299,*
contig_918	44182	4	N	N	1	*	*,918,*
contig_307	44171	49	N	N	1	*	1311,307,1311
contig_932	44037	4	N	N	1	*	*,932,*
contig_1348	43960	5	N	N	1	*	*,1348,*
contig_1116	43733	6	N	N	1	*	*,1116,*
contig_423	43697	6	N	N	1	*	*,423,*
contig_538	43377	21	N	N	1	*	538,1353
contig_1448	43014	4	N	N	1	*	*,1448,*
contig_874	42529	4	N	N	1	*	*,874,*
contig_1179	42334	5	N	N	1	*	*,1179,*
contig_883	42242	4	N	N	1	*	*,883,*
contig_951	42142	6	N	N	1	*	*,951,*
contig_1156	41952	5	N	N	1	*	*,1156,*
contig_1188	41806	4	N	N	1	*	*,1188,*
contig_94	41531	4	N	N	1	*	*,94,*
contig_928	41427	5	N	N	1	*	*,928,*
contig_150	41249	5	N	N	1	*	145,150,*
contig_1422	41160	4	N	N	1	*	*,1422,*
contig_243	41108	4	N	N	1	*	*,243,*
contig_1392	41092	5	N	N	1	*	*,1392,*
contig_1184	41011	4	N	N	1	*	*,1184,*
contig_626	40911	6	N	N	1	*	*,626,*
contig_102	40766	5	N	Y	1	*	*,102
contig_77	40583	7	N	N	1	*	*,77,*
contig_1321	40454	5	N	N	1	*	*,1321,-377
contig_1037	40421	24	Y	N	1	*	1037
contig_1417	40396	6	N	N	1	*	*,1417,*
contig_1171	40388	3	N	N	1	*	*,1171,*
contig_1437	40187	6	N	N	1	*	*,1437,*
contig_211	40125	4	N	N	1	*	*,211,*
contig_31	40016	4	N	N	1	*	*,31,*
contig_1370	39837	5	N	N	1	*	*,1370,*
contig_1439	39779	5	N	N	1	*	*,1439,*
contig_247	39740	5	N	N	1	*	*,247,*
contig_1428	39621	6	N	N	1	*	*,1428,*
contig_765	39592	6	N	N	1	*	*,765,*
contig_936	39363	5	N	N	1	*	*,936,*
contig_839	39358	6	N	N	1	*	*,839,*
contig_205	38571	48	N	N	1	*	203,205
contig_1416	38543	5	N	N	1	*	*,1416,*
contig_1323	38446	6	N	N	1	*	*,1323,*
contig_997	38325	4	N	N	1	*	*,997,*
contig_1438	38295	5	N	N	1	*	*,1438,*
contig_137	38236	5	N	N	1	*	*,137,*
contig_1151	38052	5	N	N	1	*	*,1151,*
contig_1353	37914	245	N	Y	2	*	1353
contig_486	37892	4	N	N	1	*	*,486,*
contig_1245	37811	4	N	N	1	*	*,1245,*
contig_908	37741	6	N	N	1	*	*,908,*
contig_268	37639	4	N	N	1	*	*,268,*
contig_1291	37606	5	N	N	1	*	*,1291,*
contig_1346	37541	5	N	N	1	*	*,1346,*
contig_1295	37452	5	N	N	1	*	*,1295,*
contig_1283	37274	3	N	N	1	*	*,1283,*
contig_897	37214	5	N	N	1	*	*,897,*
contig_868	37141	5	N	N	1	*	*,868,*
contig_473	37131	4	N	N	1	*	*,473,*
contig_115	37114	4	N	N	1	*	*,102,115,*
contig_133	37069	5	N	N	1	*	*,133,*
contig_564	37025	6	N	N	1	*	*,564,*
contig_359	37017	55	Y	Y	1	30	359
contig_1362	36901	4	N	N	1	*	*,1362,*
contig_777	36846	4	N	N	1	*	*,777,*
contig_1284	36776	5	N	N	1	*	*,1284,*
contig_1288	36606	5	N	N	1	*	*,1288,*
contig_1421	36605	4	N	N	1	*	*,1421,*
contig_900	36512	6	N	N	1	*	*,900,*
contig_1251	36499	4	N	N	1	*	*,1251,*
contig_865	36344	5	N	N	1	*	*,865,*
contig_1332	36327	4	N	N	1	*	*,1332,*
contig_109	36288	6	N	N	1	*	*,109,*
contig_1111	36208	4	N	N	1	*	*,1111,*
contig_64	36124	7	N	N	1	*	*,64,*
contig_1243	36063	5	N	N	1	*	*,1243,*
contig_1234	36029	5	N	N	1	*	*,1234,*
contig_1347	35970	3	N	N	1	*	*,1347,*
contig_973	35922	4	N	N	1	*	*,973,*
contig_577	35871	101	N	Y	1	*	577
contig_1242	35815	5	N	N	1	*	*,1242,*
contig_319	35810	41	N	N	1	*	*,319,*
contig_1023	35780	6	N	N	1	*	*,1023,*
contig_1409	35713	5	N	N	1	*	*,1409,*
contig_350	35622	43	N	N	1	*	1316,350,1319
contig_420	35539	4	N	N	1	*	*,420,*
contig_622	35513	4	N	N	1	*	*,622,*
contig_414	35498	4	N	N	1	*	*,414,*
contig_880	35444	3	N	N	1	*	*,880,*
contig_861	35389	3	N	N	1	*	*,861,*
contig_40	35387	8	N	N	1	*	*,40,*
contig_2	35349	60	N	Y	1	*	2
contig_929	35321	4	N	N	1	*	*,929,*
contig_1126	35152	5	N	N	1	*	*,1126,*
contig_988	35119	4	N	N	1	*	*,988,*
contig_1148	34982	4	N	N	1	*	*,1148,*
contig_857	34885	6	N	N	1	*	*,857,*
contig_48	34854	5	N	N	1	*	*,48,*
contig_1138	34840	4	N	N	1	*	*,1138,*
contig_856	34616	4	N	N	1	*	*,856,*
contig_415	34600	4	N	N	1	*	*,415,*
contig_884	34359	5	N	N	1	*	*,884,*
contig_1329	34311	5	N	N	1	*	*,1329,*
contig_1202	34296	5	N	N	1	*	*,1202,*
contig_840	34269	5	N	N	1	*	*,840,*
contig_913	34180	3	N	N	1	*	*,913,*
contig_1154	34126	4	N	N	1	*	*,1154,*
contig_151	34065	3	N	N	1	*	*,151,*
contig_1391	33995	5	N	N	1	*	*,1391,*
contig_720	33796	4	N	N	1	*	*,720,*
contig_998	33771	5	N	N	1	*	*,998,*
contig_1206	33671	7	N	N	1	*	*,1206,*
contig_113	33657	5	N	N	1	*	*,102,113,*
contig_1359	33573	5	N	N	1	*	*,1359,*
contig_906	33535	5	N	N	1	*	*,906,*
contig_1046	33516	7	N	N	1	*	*,1046,*
contig_1087	33370	5	N	N	1	*	*,1087,*
contig_1027	33313	4	N	N	1	*	*,1027,*
contig_807	33310	6	N	N	1	*	*,807,*
contig_244	33309	4	N	N	1	*	*,244,*
contig_148	33176	7	N	N	1	*	145,-146,148,*
contig_1396	33100	4	N	N	1	*	*,1396,*
contig_724	33026	45	N	N	1	*	348,724,1277
contig_73	32778	4	N	N	1	*	*,73,*
contig_882	32582	5	N	N	1	*	*,882,*
contig_220	32569	5	N	N	1	*	*,220,*
contig_1267	32568	4	N	N	1	*	*,1267,*
contig_85	32561	56	N	Y	1	*	85
contig_1262	32314	4	N	N	1	*	*,1262,*
contig_1163	32300	7	N	N	1	*	*,1163,*
contig_1203	32131	4	N	N	1	*	*,1203,*
contig_140	32079	4	N	N	1	*	*,-139,140,*
contig_134	32063	4	N	N	1	*	*,134,*
contig_966	32049	4	N	N	1	*	*,966,*
contig_905	31940	4	N	N	1	*	*,905,*
contig_499	31867	6	N	N	1	*	*,499,*
contig_193	31833	40	N	N	1	*	-1279,193,1277
contig_1013	31795	6	N	N	1	*	*,1013,*
contig_6	31776	73	N	N	1	*	2,6
contig_1263	31732	6	N	N	1	*	*,1263,139,*
contig_1230	31705	5	N	N	1	*	*,1230,*
contig_808	31581	5	N	N	1	*	*,808,*
contig_281	31577	5	N	N	1	*	*,281,*
contig_959	31571	5	N	N	1	*	*,959,*
contig_1025	31527	7	N	N	1	*	*,1025,*
contig_960	31474	3	N	N	1	*	*,-1307,960,*
contig_23	31440	5	N	N	1	*	*,23,*
contig_1375	31387	4	N	N	1	*	*,1375,*
contig_22	31321	5	N	N	1	*	*,22,*
contig_1275	31297	5	N	N	1	*	*,1275,*
contig_183	31235	5	N	N	1	*	*,183,*
contig_116	31151	5	N	N	1	*	*,102,116,*
contig_1170	30878	5	N	N	1	*	*,1170,*
contig_1380	30791	5	N	N	1	*	*,1380,*
contig_924	30577	3	N	N	1	*	*,924,*
contig_1238	30551	4	N	N	1	*	*,1238,*
contig_1328	30470	5	N	N	1	*	*,1328,*
contig_836	30461	6	N	N	1	*	*,836,*
contig_859	30412	5	N	N	1	*	*,859,*
contig_630	30346	5	N	N	1	*	*,630,*
contig_568	30233	3	N	N	1	*	*,568,*
contig_858	30210	7	N	N	1	*	*,858,*
contig_873	30203	5	N	N	1	*	*,873,*
contig_920	30125	101	N	N	1	*	1327,920,733
contig_1132	29881	5	N	N	1	*	*,1132,*
contig_323	29843	62	N	N	1	*	323,322
contig_890	29832	4	N	N	1	*	*,890,*
contig_916	29787	7	N	N	1	*	*,916,*
contig_1305	29771	7	N	N	1	*	*,1305,*
contig_1125	29687	6	N	N	1	*	*,1125,*
contig_1063	29664	5	N	N	1	*	*,1063,*
contig_375	29591	6	N	N	1	*	*,375,*
contig_955	29575	5	N	N	1	*	*,955,*
contig_166	29485	4	N	N	1	*	*,166,*
contig_1398	29465	5	N	N	1	*	*,1398,*
contig_1415	29147	4	N	N	1	*	*,1415,*
contig_1091	29144	5	N	N	1	*	*,1445,1445,1091,*
contig_1249	28987	5	N	N	1	*	*,1249,*
contig_945	28972	4	N	N	1	*	*,945,*
contig_1022	28785	4	N	N	1	*	*,1022,*
contig_898	28777	4	N	N	1	*	*,898,*
contig_853	28746	6	N	N	1	*	*,853,*
contig_1123	28724	5	N	N	1	*	*,1123,*
contig_963	28717	5	N	N	1	*	*,963,*
contig_852	28703	6	N	N	1	*	*,852,*
contig_1192	28674	4	N	N	1	*	*,1192,*
contig_1368	28574	5	N	N	1	*	*,1368,*
contig_199	28567	194	N	N	1	*	-1281,199,-348
contig_1178	28561	4	N	N	1	*	*,1178,*
contig_804	28556	4	N	N	1	*	*,804,*
contig_252	28447	5	N	N	1	*	*,252,*
contig_1084	28225	5	N	N	1	*	*,1084,*
contig_801	28143	5	N	N	1	*	*,801,*
contig_1407	28132	5	N	N	1	*	*,1407,*
contig_962	28111	3	N	N	1	*	*,962,*
contig_1401	28094	3	N	N	1	*	*,1401,*
contig_1403	27935	4	N	N	1	*	*,1403,*
contig_1444	27891	4	N	N	1	*	*,1444,*
contig_1218	27741	6	N	N	1	*	*,1218,*
contig_811	27596	4	N	N	1	*	*,811,*
contig_289	27589	4	N	N	1	*	*,289,*
contig_597	27564	64	N	N	1	*	597
contig_690	27563	7	N	N	1	*	*,690,*
contig_910	27541	6	N	N	1	*	*,910,*
contig_547	27417	51	N	Y	1	294	*,547,*
contig_879	27395	4	N	N	1	*	*,879,*
contig_1173	27347	6	N	N	1	*	*,1173,*
contig_810	27320	7	N	N	1	*	*,810,*
contig_881	27184	4	N	N	1	*	*,881,*
contig_1376	27020	4	N	N	1	*	*,1376,*
contig_311	26986	59	N	N	1	*	-314,-312,-310,311
contig_1285	26946	4	N	N	1	*	*,1285,*
contig_1324	26939	5	N	N	1	*	*,1324,*
contig_55	26865	6	N	N	1	*	*,55,*
contig_846	26830	6	N	N	1	*	*,846,*
contig_1373	26767	5	N	N	1	*	*,1373,*
contig_1352	26746	4	N	N	1	*	*,1352,-530
contig_992	26667	4	N	N	1	*	*,992,*
contig_1048	26586	4	N	N	1	*	*,1048,*
contig_1236	26329	5	N	N	1	*	*,1236,*
contig_1322	26086	5	N	N	1	*	*,1322,*
contig_682	26080	187	N	Y	1	*	*,682,*
contig_985	25993	4	N	N	1	*	*,985,*
contig_1292	25915	4	N	N	1	*	*,1292,*
contig_1447	25823	3	N	N	1	*	*,1447,*
contig_948	25772	4	N	N	1	*	*,948,*
contig_938	25738	5	N	N	1	*	*,938,*
contig_1026	25714	7	N	N	1	*	*,1026,*
contig_1047	25712	4	N	N	1	*	*,1047,*
contig_930	25659	6	N	N	1	*	*,930,*
contig_548	25644	19	N	Y	1	294	*,548,*
contig_766	25577	4	N	N	1	*	*,766,*
contig_1040	25520	5	N	N	1	*	*,1040,*
contig_1161	25509	4	N	N	1	*	*,1161,*
contig_1351	25476	4	N	N	1	*	*,1351,*
contig_1384	25447	33	Y	N	1	*	1384
contig_1222	25316	4	N	N	1	*	*,1222,*
contig_412	25266	4	N	N	1	*	*,412,*
contig_1199	25200	6	N	N	1	*	*,1199,*
contig_972	25110	5	N	N	1	*	*,972,*
contig_1109	25089	5	N	N	1	*	*,1109,*
contig_1442	25071	6	N	N	1	*	*,1442,*
contig_834	24855	5	N	N	1	*	*,834,*
contig_931	24807	3	N	N	1	*	*,931,*
contig_619	24795	5	N	N	1	*	*,619,*
contig_967	24744	6	N	N	1	*	*,967,*
contig_1307	24741	5	N	Y	1	*	1307,*
contig_197	24724	32	N	N	1	*	-1280,-194,197,-543,-409
contig_296	24686	7	N	N	1	*	*,296,*
contig_850	24678	5	N	N	1	*	*,850,*
contig_1316	24552	258	N	Y	2	*	1316
contig_379	24548	5	N	N	1	*	*,379,*
contig_1393	24516	4	N	N	1	*	*,1393,*
contig_1065	24513	4	N	N	1	*	*,1065,*
contig_1239	24513	4	N	N	1	*	*,1239,*
contig_104	24512	5	N	N	1	*	*,104,*
contig_907	24497	5	N	N	1	*	*,907,*
contig_1182	24495	5	N	N	1	*	*,1182,*
contig_1209	24467	5	N	N	1	*	*,1209,*
contig_970	24301	6	N	N	1	*	*,970,*
contig_1350	24296	4	N	N	1	*	*,1350,*
contig_1310	24118	5	N	N	1	*	*,1310,*
contig_947	24107	4	N	N	1	*	*,947,*
contig_1019	24063	5	N	N	1	*	*,1019,*
contig_1290	24056	3	N	N	1	*	*,1290,*
contig_512	24036	5	N	N	1	*	*,512,*
contig_1404	24012	5	N	N	1	*	*,1404,*
contig_1044	23995	4	N	N	1	*	*,1044,*
contig_1302	23992	6	N	N	1	*	*,1302,*
contig_27	23967	6	N	N	1	*	*,27,*
contig_838	23957	5	N	N	1	*	*,838,*
contig_106	23935	5	N	N	1	*	*,106,*
contig_1115	23855	4	N	N	1	*	*,1115,*
contig_1029	23836	5	N	N	1	*	*,1029,*
contig_937	23774	6	N	N	1	*	*,937,*
contig_403	23764	3	N	N	1	*	*,403,*
contig_1255	23653	5	N	N	1	*	*,1255,*
contig_38	23630	6	N	N	1	*	*,38,*
contig_1072	23557	5	N	N	1	*	*,1072,*
contig_914	23437	5	N	N	1	*	*,914,*
contig_1225	23413	5	N	N	1	*	*,1225,*
contig_1309	23406	4	N	N	1	*	*,1309,*
contig_126	23350	7	N	N	1	*	*,126,*
contig_207	23318	6	N	N	1	*	*,207,*
contig_72	23288	4	N	N	1	*	*,72,*
contig_869	23238	5	N	N	1	*	*,869,*
contig_950	23221	5	N	N	1	*	*,950,*
contig_813	23197	4	N	N	1	*	*,813,*
contig_349	23145	49	N	N	1	*	1316,349,352,1319
contig_971	23094	6	N	N	1	*	*,971,*
contig_1041	23018	6	N	N	1	*	*,1041,*
contig_956	22944	5	N	N	1	*	*,956,*
contig_1181	22902	5	N	N	1	*	*,1181,*
contig_812	22852	6	N	N	1	*	*,812,*
contig_1062	22839	6	N	N	1	*	*,1062,*
contig_1079	22647	4	N	N	1	*	*,1079,*
contig_1103	22527	6	N	N	1	*	*,1103,*
contig_398	22457	4	N	N	1	*	*,398,*
contig_98	22241	6	N	N	1	*	*,98,*
contig_939	22224	6	N	N	1	*	*,939,*
contig_1381	22188	6	N	N	1	*	*,1381,*
contig_381	22167	4	N	N	1	*	*,381,*
contig_1071	22120	6	N	N	1	*	*,1071,*
contig_1162	22091	4	N	N	1	*	*,1162,*
contig_1099	22075	5	N	N	1	*	*,1099,*
contig_1069	22070	7	N	N	1	*	*,1069,*
contig_792	22060	5	N	N	1	*	*,792,*
contig_1174	22038	4	N	N	1	*	*,1174,*
contig_1128	22037	5	N	N	1	*	*,1128,*
contig_1113	22000	5	N	N	1	*	*,1113,*
contig_101	21966	4	N	N	1	*	*,101,*
contig_587	21898	4	N	N	1	*	*,587,*
contig_990	21754	3	N	N	1	*	*,990,*
contig_1190	21749	3	N	N	1	*	*,1190,*
contig_305	21730	43	N	N	1	*	-306,305,-919,-1327
contig_139	21655	11	N	Y	1	*	139,*
contig_889	21642	3	N	N	1	*	*,889,*
contig_903	21593	4	N	N	1	*	*,903,*
contig_1124	21526	3	N	N	1	*	*,1124,*
contig_298	21464	4	N	N	1	*	*,298,*
contig_1256	21433	4	N	N	1	*	*,1256,*
contig_561	21373	4	N	N	1	*	*,561,*
contig_876	21346	5	N	N	1	*	*,876,*
contig_935	21316	5	N	N	1	*	*,935,*
contig_1035	21305	5	N	N	1	*	*,1035,*
contig_1435	21303	7	N	N	1	*	*,1435,*
contig_785	21188	4	N	N	1	*	*,785,*
contig_160	21184	5	N	N	1	*	*,160,*
contig_1364	21117	3	N	N	1	*	*,1364,*
contig_1056	21111	5	N	N	1	*	*,1056,*
contig_320	21111	57	Y	Y	1	12	320
contig_232	21046	4	N	N	1	*	*,232,*
contig_826	21032	4	N	N	1	*	*,826,*
contig_870	21020	5	N	N	1	*	*,870,*
contig_1279	20979	190	N	Y	2	*	1279
contig_893	20941	4	N	N	1	*	*,893,*
contig_355	20915	49	N	N	1	*	1293,355,-351,-1316
contig_981	20884	5	N	N	1	*	*,981,*
contig_501	20843	4	N	N	1	*	*,501,*
contig_270	20832	3	N	N	1	*	*,270,*
contig_1070	20814	4	N	N	1	*	*,1070,*
contig_798	20814	4	N	N	1	*	*,798,*
contig_1212	20797	6	N	N	1	*	*,1212,*
contig_30	20748	5	N	N	1	*	*,30,*
contig_1224	20729	3	N	N	1	*	*,1224,*
contig_891	20683	5	N	N	1	*	*,891,*
contig_471	20672	3	N	N	1	*	*,471,*
contig_510	20643	3	N	N	1	*	*,510,*
contig_1413	20536	5	N	N	1	*	*,1413,*
contig_867	20501	5	N	N	1	*	*,867,*
contig_1204	20494	4	N	N	1	*	*,1204,*
contig_450	20472	4	N	N	1	*	*,450,*
contig_610	20451	5	N	N	1	*	*,610,*
contig_1390	20336	95	N	Y	1	280	1390
contig_917	20197	5	N	N	1	*	*,917,*
contig_511	20173	4	N	N	1	*	*,511,*
contig_236	20143	6	N	N	1	*	*,236,*
contig_1032	20114	3	N	N	1	*	*,1032,*
contig_1114	20113	4	N	N	1	*	*,1114,*
contig_1257	20104	6	N	N	1	*	*,1257,*
contig_842	19940	3	N	N	1	*	*,842,*
contig_132	19938	5	N	N	1	*	*,132,*
contig_1050	19926	4	N	N	1	*	*,1050,*
contig_1003	19893	4	N	N	1	*	*,1003,*
contig_526	19890	4	N	N	1	*	*,526,*
contig_1271	19860	4	N	N	1	*	*,1271,*
contig_1195	19853	4	N	N	1	*	*,1195,*
contig_746	19845	5	N	N	1	*	*,746,*
contig_1164	19816	5	N	N	1	*	*,1164,*
contig_949	19792	4	N	N	1	*	*,949,*
contig_152	19718	4	N	N	1	*	*,152,*
contig_149	19703	11	N	N	1	*	*,149,*
contig_253	19694	3	N	N	1	*	*,253,*
contig_1147	19609	5	N	N	1	*	*,1147,*
contig_1149	19602	6	N	N	1	*	*,1149,*
contig_1277	19596	89	N	Y	1	*	1277
contig_488	19578	6	N	N	1	*	*,488,*
contig_1200	19557	6	N	N	1	*	*,1200,*
contig_1394	19525	4	N	N	1	*	*,1394,*
contig_1039	19503	6	N	N	1	*	*,1039,*
contig_946	19492	4	N	N	1	*	*,946,*
contig_155	19450	4	N	N	1	*	*,155,*
contig_1189	19439	5	N	N	1	*	*,1189,*
contig_1371	19379	5	N	N	1	*	*,1371,*
contig_1367	19341	5	N	N	1	*	*,1367,*
contig_976	19293	6	N	N	1	*	*,976,*
contig_497	19289	9	N	N	1	*	*,497,*
contig_584	19284	5	N	N	1	*	*,584,*
contig_1058	19270	3	N	N	1	*	*,1058,*
contig_278	19118	6	N	N	1	*	*,278,*
contig_60	19036	4	N	N	1	*	*,60,*
contig_283	19025	4	N	N	1	*	*,283,*
contig_1136	19013	4	N	N	1	*	*,1136,*
contig_1167	19012	6	N	N	1	*	*,1167,*
contig_1343	19008	4	N	N	1	*	*,1343,*
contig_1405	19003	4	N	N	1	*	*,1405,*
contig_894	18958	5	N	N	1	*	*,894,*
contig_228	18951	7	N	N	1	*	-229,228,*
contig_1051	18923	3	N	N	1	*	*,1051,*
contig_250	18665	163	N	N	1	*	-1293,250
contig_1341	18660	5	N	N	1	*	*,1341,*
contig_1074	18627	6	N	N	1	*	*,1074,*
contig_837	18566	6	N	N	1	*	*,837,*
contig_1130	18542	6	N	N	1	*	*,1130,*
contig_1152	18535	5	N	N	1	*	*,1152,*
contig_559	18513	4	N	N	1	*	*,559,*
contig_1201	18345	4	N	N	1	*	*,1201,*
contig_1311	18340	124	N	Y	1	*	1311
contig_15	18338	4	N	N	1	*	*,15,*
contig_493	18322	4	N	N	1	*	*,493,*
contig_860	18304	7	N	N	1	*	*,860,*
contig_944	18285	3	N	N	1	*	*,944,*
contig_1306	18284	4	N	N	1	*	*,1306,-291
contig_1276	18265	6	N	N	1	*	*,1276,*
contig_1150	18253	4	N	N	1	*	*,1150,*
contig_964	18234	4	N	N	1	*	*,964,*
contig_606	18222	4	N	N	1	*	*,606,*
contig_107	18214	5	N	N	1	*	*,107,*
