Query	Subject	Evalue	PID	Subject_Pid	Coverage	Query_coverage
DHVB01000066.1_11	COG4221	8.3e-119	0.5388	0.5366	0.9959	0.9646
DHVB01000066.1_12	COG1218	8.26e-78	0.3498	0.3333	0.9529	0.9669
DHVB01000066.1_14	COG0178	0	0.4773	0.4824	1.011	1.021
DHVB01000066.1_15	COG0658	1.67e-26	0.2662	0.181	0.6799	0.432
DHVB01000066.1_17	COG0242	1.6e-62	0.3977	0.4048	1.018	0.9293
DHVB01000066.1_18	COG0816	4.1e-29	0.3217	0.3262	1.014	0.8773
DHVB01000066.1_20	COG5016	2.95e-76	0.3029	0.3157	1.042	0.841
DHVB01000066.1_21	COG1092	1.19e-22	0.1879	0.1425	0.7583	1.035
DHVB01000066.1_23	COG4760	4.8e-52	0.4286	0.3587	0.837	0.9429
DHVB01000066.1_24	COG1214	4.22e-40	0.3158	0.3273	1.036	0.9702
DHVB01000068.1_1	COG2189	1.09e-34	0.2301	0.1814	0.7881	0.7323
DHVB01000068.1_2	COG3587	5.91e-168	0.3182	0.3279	1.03	1.037
DHVB01000068.1_3	COG0524	6.26e-58	0.3145	0.3215	1.023	0.9695
DHVB01000068.1_4	COG0591	2.32e-24	0.2034	0.1968	0.9675	0.9876
DHVB01000068.1_6	COG0338	3.07e-61	0.3266	0.354	1.084	0.977
DHVB01000068.1_10	COG1595	4.28e-36	0.3533	0.3242	0.9176	0.9126
DHVB01000068.1_11	COG3958	9.05e-136	0.4903	0.484	0.9872	0.9686
DHVB01000068.1_13	COG3959	2e-100	0.4612	0.465	1.008	0.8719
DHVB01000068.1_14	COG4591	4.76e-51	0.2583	0.2672	1.034	1.017
DHVB01000068.1_15	COG4198	1.32e-154	0.4179	0.4272	1.022	0.9952
DHVB01000068.1_16	COG1215	2.24e-30	0.2258	0.1913	0.8474	1.011
DHVB01000068.1_17	COG0514	0	0.4419	0.4508	1.02	0.8269
DHVB01000068.1_18	COG0794	3.57e-77	0.4874	0.4802	0.9851	0.6104
DHVB01000068.1_19	COG1011	1.14e-39	0.2771	0.2795	1.009	1.009
DHVB01000068.1_21	COG3118	2.49e-21	0.3714	0.1283	0.3454	0.4234
DHVB01000068.1_22	COG1466	9.74e-28	0.2595	0.2455	0.9461	0.9461
DHVB01000068.1_23	COG0705	1.75e-17	0.2525	0.2237	0.886	0.9758
DHVB01000068.1_24	COG0241	2.65e-48	0.3836	0.3094	0.8066	0.8795
DHVB01000068.1_26	COG0642	2.49e-52	0.3154	0.244	0.7738	0.4019
DHVB01000068.1_28	COG2195	8.2e-102	0.2854	0.3309	1.159	0.9877
DHVB01000068.1_29	COG1373	2.21e-19	0.2367	0.2462	1.04	1.045
DHVB01000068.1_31	COG0167	4.19e-36	0.2417	0.2581	1.068	1.012
DHVB01000068.1_32	COG4783	4.51e-32	0.2607	0.1508	0.5785	1.014
DHVB01000068.1_35	COG0589	3.45e-11	0.2192	0.2078	0.9481	0.5105
DHVB01000068.1_36	COG2377	4.84e-54	0.3165	0.3208	1.013	1.059
DHVB01000068.1_37	COG1660	7.12e-29	0.3557	0.1853	0.521	0.3143
DHVB01000068.1_41	COG1974	6.87e-26	0.3171	0.194	0.6119	0.8367
DHVB01000068.1_42	COG0389	3.93e-64	0.2725	0.2825	1.037	0.8759
DHVB01000068.1_43	COG2135	4.74e-46	0.3542	0.3009	0.8496	0.932
DHVB01000068.1_44	COG0223	1.2e-124	0.457	0.4495	0.9837	1
DHVB01000068.1_45	COG0108	9.55e-106	0.5833	0.5862	1.005	0.4916
DHVB01000068.1_46	COG1215	3.06e-28	0.2416	0.18	0.7449	0.8406
DHVB01000068.1_47	COG0438	6.48e-18	0.2015	0.2152	1.068	1.007
DHVB01000068.1_48	COG0795	8.44e-31	0.1902	0.2445	1.286	0.9474
DHVB01000068.1_51	COG0071	3.52e-30	0.371	0.3151	0.8493	0.8921
DHVB01000068.1_52	COG0775	1.53e-23	0.1891	0.1923	1.017	0.9261
DHVB01000068.1_53	COG3227	8.53e-84	0.3333	0.3254	0.9763	0.4242
DHVB01000068.1_54	COG0791	6.3e-18	0.2954	0.198	0.6701	0.3657
DHVB01000068.1_55	COG1560	6.6e-35	0.2687	0.2565	0.9545	0.9966
DHVB01000068.1_56	COG0491	3.65e-43	0.3009	0.2579	0.8571	1.019
DHVB01000068.1_58	COG2865	1.38e-60	0.2357	0.2827	1.199	1.002
DHVB01000068.1_59	COG1480	3.1e-114	0.2955	0.3086	1.044	1.037
DHVB01000068.1_61	COG4252	3.14e-15	0.2005	0.2025	1.01	0.9506
DHVB01000068.1_63	COG0388	2.17e-61	0.3494	0.3431	0.9818	1.039
DHVB01000068.1_64	COG0204	1.74e-20	0.3223	0.1529	0.4745	0.6576
DHVB01000068.1_65	COG1739	7.02e-47	0.3144	0.3005	0.9557	0.9417
DHVB01000068.1_66	COG0593	1.6e-143	0.3996	0.4534	1.135	0.9727
DHVB01000068.1_67	COG1611	2.4e-33	0.3085	0.2829	0.9171	0.9741
DHVB01000068.1_68	COG0232	1.33e-52	0.2577	0.2646	1.027	1.14
DHVB01000068.1_71	COG0569	6.16e-45	0.3117	0.32	1.027	0.5168
DHVB01000068.1_73	COG0317	0	0.375	0.3894	1.039	0.9932
DHVB01000059.1_2	COG0126	1.48e-78	0.3427	0.3722	1.086	0.9977
DHVB01000059.1_3	COG3291	5.18e-23	0.2724	0.2761	1.013	0.4513
DHVB01000059.1_4	COG0328	2.81e-57	0.5035	0.4675	0.9286	0.8773
DHVB01000059.1_9	COG2177	6.54e-31	0.2327	0.2155	0.9259	0.945
DHVB01000059.1_11	COG1968	1.56e-61	0.3421	0.337	0.9852	1.011
DHVB01000059.1_12	COG0130	2.91e-60	0.3721	0.2952	0.7934	0.874
DHVB01000059.1_13	COG0809	1.16e-156	0.4971	0.5	1.006	0.9972
DHVB01000059.1_16	COG0572	1.95e-80	0.5795	0.5184	0.8945	0.9559
DHVB01000059.1_17	COG1482	4.08e-65	0.3155	0.3205	1.016	0.9875
DHVB01000059.1_18	COG1131	5.07e-98	0.4183	0.4369	1.044	1
DHVB01000059.1_21	COG0034	3.2e-42	0.2548	0.3426	1.345	1.003
DHVB01000059.1_22	COG1721	1.48e-29	0.2285	0.1659	0.726	0.9773
DHVB01000059.1_23	COG1360	3.52e-30	0.309	0.2254	0.7295	0.5159
DHVB01000059.1_28	COG0726	3.22e-29	0.2754	0.2135	0.7753	1.025
DHVB01000059.1_29	COG0708	5.58e-116	0.4942	0.4942	1	1.028
DHVB01000059.1_31	COG0463	5.32e-12	0.2176	0.1787	0.8213	0.8951
DHVB01000059.1_33	COG1373	1.23e-31	0.2634	0.2588	0.9824	1.003
DHVB01000059.1_34	COG0399	3.14e-126	0.3603	0.369	1.024	1.003
DHVB01000059.1_37	COG2239	5.87e-120	0.3601	0.3481	0.9667	0.9754
DHVB01000059.1_38	COG0626	0	0.495	0.495	1	1.005
DHVB01000059.1_39	COG2885	1.67e-36	0.2889	0.2737	0.9474	0.5438
DHVB01000030.1_5	COG1472	2.83e-76	0.296	0.2796	0.9446	0.3758
DHVB01000030.1_6	COG0150	1.7e-45	0.2776	0.2696	0.971	0.859
DHVB01000030.1_7	COG0216	0	0.5785	0.5785	1	1
DHVB01000088.1_2	COG0793	3.76e-15	0.2796	0.06404	0.2291	0.1996
DHVB01000088.1_3	COG0641	3.3e-29	0.1935	0.1746	0.9021	0.7785
DHVB01000010.1_2	COG2815	5.4e-19	0.2601	0.1914	0.736	0.7716
DHVB01000010.1_4	COG0564	6.29e-112	0.4725	0.5052	1.069	0.8879
DHVB01000010.1_7	COG1253	5.33e-102	0.3411	0.3403	0.9977	0.9618
DHVB01000010.1_8	COG0629	2.05e-39	0.3353	0.3353	1	1.025
DHVB01000010.1_10	COG0495	0	0.3945	0.4619	1.171	1.028
DHVB01000010.1_12	COG1674	4.5e-135	0.3918	0.2238	0.5711	0.6057
DHVB01000010.1_14	COG0481	0	0.6174	0.6103	0.9884	0.9803
DHVB01000010.1_18	COG1690	3.49e-124	0.3462	0.3519	1.016	1.123
DHVB01000004.1_3	COG0714	1.53e-85	0.4133	0.3982	0.9635	0.9845
DHVB01000004.1_7	COG0665	4.73e-28	0.2154	0.217	1.008	0.3621
DHVB01000004.1_9	COG1808	5.71e-35	0.3626	0.1856	0.512	0.6813
DHVB01000004.1_10	COG0531	1.18e-29	0.2175	0.2082	0.9571	0.5987
DHVB01000004.1_11	COG1959	3.68e-30	0.2901	0.2533	0.8733	0.9034
DHVB01000004.1_14	COG1060	4.11e-65	0.2075	0.2108	1.016	0.7883
DHVB01000004.1_15	COG1528	8.72e-60	0.4304	0.4072	0.9461	0.9405
DHVB01000004.1_16	COG1592	7.53e-53	0.4176	0.4578	1.096	0.9479
DHVB01000004.1_20	COG0507	7.39e-19	0.2036	0.1293	0.6351	0.5287
DHVB01000004.1_24	COG1629	1.56e-20	0.1722	0.1081	0.6276	0.7348
DHVB01000004.1_26	COG3288	1.88e-112	0.4251	0.4382	1.031	0.9508
DHVB01000004.1_27	COG3288	2.99e-18	0.3011	0.07865	0.2612	0.8942
DHVB01000004.1_28	COG1282	3.51e-88	0.3492	0.3002	0.8596	0.824
DHVB01000004.1_29	COG1282	3.28e-76	0.5663	0.203	0.3585	0.497
DHVB01000004.1_30	COG1282	1.74e-43	0.3483	0.1512	0.4341	0.995
DHVB01000004.1_32	COG0627	2.08e-12	0.1444	0.1234	0.8544	0.9184
DHVB01000004.1_33	COG0531	8.22e-30	0.2377	0.2275	0.9571	1
DHVB01000004.1_35	COG0739	4.23e-46	0.3105	0.278	0.8953	0.7607
DHVB01000004.1_36	COG0013	0	0.4658	0.4733	1.016	1.018
DHVB01000004.1_37	COG1373	8.02e-33	0.2318	0.2236	0.9648	1.011
DHVB01000004.1_38	COG1373	1.48e-50	0.2895	0.2487	0.8593	0.8837
DHVB01000004.1_42	COG0502	5.39e-44	0.2375	0.2119	0.8925	0.8214
DHVB01000004.1_43	COG0190	5.04e-126	0.542	0.5477	1.011	0.9795
DHVB01000004.1_44	COG0541	0	0.5734	0.5632	0.9823	1.005
DHVB01000004.1_45	COG4992	4.52e-176	0.4015	0.4035	1.005	0.9854
DHVB01000004.1_46	COG2865	1.85e-16	0.2829	0.09208	0.3255	0.6847
DHVB01000004.1_47	COG1051	2.2e-41	0.4184	0.4069	0.9724	1
DHVB01000004.1_49	COG0574	0	0.263	0.3203	1.218	0.9989
DHVB01000004.1_51	COG1249	0	0.467	0.467	1	0.9498
DHVB01000004.1_53	COG0535	2.59e-16	0.2283	0.1441	0.6311	0.4562
DHVB01000004.1_54	COG0535	2.75e-14	0.2241	0.1499	0.6686	0.4793
DHVB01000004.1_56	COG1505	0	0.3822	0.3904	1.022	0.9246
DHVB01000004.1_57	COG3876	3.08e-93	0.3379	0.3619	1.071	1.063
DHVB01000004.1_58	COG1559	1.98e-67	0.3313	0.3158	0.9532	0.9235
DHVB01000004.1_59	COG1506	9.51e-61	0.2426	0.2113	0.871	0.7542
DHVB01000004.1_60	COG2173	8.64e-28	0.2753	0.2322	0.8436	0.6568
DHVB01000004.1_61	COG0337	3.38e-105	0.3592	0.3472	0.9667	1.021
DHVB01000004.1_62	COG0128	1.55e-77	0.2924	0.2897	0.9907	1.012
DHVB01000004.1_63	COG1373	2.71e-31	0.4297	0.1382	0.3216	0.7485
DHVB01000036.1_1	COG3209	2.08e-13	0.1622	0.1596	0.9837	0.2808
DHVB01000036.1_3	COG0252	1.26e-85	0.3032	0.2963	0.9772	1.012
DHVB01000036.1_4	COG2183	0	0.5096	0.4744	0.9308	1.024
DHVB01000036.1_5	COG0674	1.15e-71	0.3051	0.326	1.068	0.6393
DHVB01000036.1_6	COG1013	2.42e-83	0.4384	0.3027	0.6905	0.6024
DHVB01000036.1_11	COG0669	1.16e-62	0.4247	0.3899	0.9182	0.9125
DHVB01000036.1_12	COG0008	6.13e-127	0.3081	0.3453	1.121	0.9463
DHVB01000036.1_13	COG1539	4.88e-36	0.3793	0.3636	0.9587	0.928
DHVB01000036.1_16	COG2256	0	0.5355	0.5184	0.9679	1.005
DHVB01000036.1_19	COG0260	1.12e-109	0.2965	0.299	1.008	1.054
DHVB01000036.1_20	COG1995	5.3e-112	0.3927	0.3916	0.997	0.9298
DHVB01000036.1_21	COG0281	0	0.5474	0.5347	0.9769	0.9701
DHVB01000036.1_23	COG0166	4.59e-117	0.3318	0.3251	0.9798	1.031
DHVB01000036.1_27	COG1428	4.51e-44	0.3762	0.3519	0.9352	0.9528
DHVB01000036.1_28	COG0714	6.99e-87	0.409	0.4164	1.018	1.009
DHVB01000036.1_29	COG1721	8.57e-45	0.2759	0.1731	0.6274	0.9062
DHVB01000036.1_34	COG1288	1.43e-117	0.3536	0.3867	1.094	0.9869
DHVB01000036.1_37	COG1502	1.4e-57	0.271	0.2283	0.8425	1.031
DHVB01000036.1_40	COG0227	7.3e-26	0.4675	0.4675	1	0.9747
DHVB01000036.1_42	COG0442	1.56e-133	0.3197	0.328	1.026	1.045
DHVB01000036.1_45	COG0568	3.31e-89	0.4406	0.3684	0.8363	0.9965
DHVB01000036.1_47	COG0535	2.85e-18	0.2199	0.1527	0.6945	0.4801
DHVB01000036.1_48	COG0389	1.61e-103	0.3446	0.3446	1	0.9291
DHVB01000050.1_3	COG3392	1.36e-80	0.3831	0.4121	1.076	1.003
DHVB01000050.1_4	COG0338	3.92e-28	0.2979	0.3175	1.066	0.9359
DHVB01000050.1_5	COG0817	1.19e-44	0.4145	0.3937	0.95	0.8172
DHVB01000050.1_6	COG1729	8.15e-11	0.2564	0.1145	0.4466	0.1934
DHVB01000050.1_7	COG0172	1.05e-170	0.4674	0.4685	1.002	1.012
DHVB01000050.1_8	COG0209	1.53e-76	0.2359	0.2504	1.061	0.8035
DHVB01000050.1_9	COG1519	1.41e-52	0.2291	0.2029	0.8854	0.9049
DHVB01000050.1_11	COG3291	9.11e-11	0.304	0.1515	0.4983	0.1564
DHVB01000050.1_12	COG3291	4.23e-29	0.3541	0.3064	0.8653	0.1825
DHVB01000050.1_13	COG1251	5.58e-12	0.4314	0.02774	0.06431	0.8644
DHVB01000050.1_14	COG4771	3.75e-47	0.2359	0.2446	1.037	0.9502
DHVB01000050.1_16	COG0184	3.66e-32	0.5568	0.5506	0.9888	0.9565
DHVB01000050.1_17	COG1185	0	0.5007	0.5072	1.013	0.9736
DHVB01000011.1_2	COG0821	1.59e-91	0.4373	0.338	0.7729	0.4589
DHVB01000080.1_6	COG1508	2.01e-125	0.3732	0.4077	1.092	1.008
DHVB01000080.1_7	COG0017	0	0.4392	0.4897	1.115	1.008
DHVB01000080.1_9	COG1309	1.67e-13	0.2065	0.1891	0.9154	0.9154
DHVB01000080.1_10	COG1538	3.79e-31	0.1895	0.1816	0.9584	0.9542
DHVB01000080.1_11	COG0845	1.32e-34	0.2513	0.2527	1.005	1.062
DHVB01000080.1_12	COG0841	0	0.3464	0.3499	1.01	0.9808
DHVB01000080.1_15	COG1159	4.84e-113	0.5017	0.4933	0.9832	1.003
DHVB01000080.1_16	COG3291	4.94e-14	0.2947	0.2054	0.697	0.1415
DHVB01000080.1_17	COG1960	1.91e-116	0.3756	0.3919	1.043	0.6926
DHVB01000080.1_18	COG1055	4.88e-33	0.2234	0.2382	1.066	1.025
DHVB01000080.1_19	COG1055	3.19e-31	0.204	0.2146	1.052	1.016
DHVB01000080.1_20	COG0597	3.81e-18	0.2611	0.2814	1.078	0.8072
DHVB01000080.1_21	COG2768	1.93e-11	0.3846	0.0565	0.1469	0.9286
DHVB01000080.1_22	COG3177	1.46e-56	0.3	0.3017	1.006	0.9259
DHVB01000046.1_2	COG2274	0	0.3453	0.3526	1.021	0.9824
DHVB01000046.1_5	COG0353	4.64e-89	0.4619	0.4596	0.9949	0.961
DHVB01000046.1_6	COG0657	3.49e-18	0.2906	0.109	0.375	0.2127
DHVB01000046.1_7	COG0637	1.76e-50	0.3303	0.3258	0.9864	0.982
DHVB01000046.1_8	COG1696	1.85e-62	0.2847	0.2941	1.033	0.791
DHVB01000015.1_2	COG1864	3.63e-35	0.2616	0.2206	0.8434	0.5683
DHVB01000015.1_7	COG1619	2.61e-75	0.3497	0.3418	0.9776	1.03
DHVB01000015.1_8	COG0008	2.66e-153	0.3758	0.4004	1.066	1
DHVB01000015.1_11	COG2148	3.29e-80	0.446	0.4204	0.9425	0.4571
DHVB01000015.1_12	COG0776	2.1e-19	0.3735	0.3298	0.883	0.8646
DHVB01000015.1_13	COG1530	9.26e-115	0.3623	0.3511	0.9692	0.8973
DHVB01000015.1_14	COG4232	1.28e-41	0.2737	0.1828	0.6678	0.5663
DHVB01000015.1_15	COG0497	2.41e-142	0.3561	0.3555	0.9982	1.005
DHVB01000015.1_17	COG0452	5.51e-134	0.4662	0.4745	1.018	0.9901
DHVB01000015.1_19	COG4105	1.49e-21	0.2676	0.2244	0.8386	0.786
DHVB01000015.1_20	COG4912	2.61e-27	0.2661	0.2613	0.982	0.9397
DHVB01000015.1_21	COG1663	3.1e-62	0.2866	0.2798	0.9762	0.8794
DHVB01000015.1_22	COG0005	1.01e-83	0.3745	0.3817	1.019	0.9889
DHVB01000015.1_23	COG4775	1.57e-35	0.1765	0.1802	1.021	0.9654
DHVB01000015.1_27	COG1629	2.25e-17	0.1573	0.1419	0.9023	0.9416
DHVB01000015.1_29	COG0793	9.27e-98	0.3988	0.3202	0.803	0.5821
DHVB01000015.1_31	COG1587	1.35e-16	0.1976	0.2016	1.02	1.02
DHVB01000015.1_34	COG0642	1.4e-39	0.2692	0.2083	0.7738	0.3408
DHVB01000015.1_35	COG3263	8.29e-115	0.4218	0.3571	0.8467	0.9567
DHVB01000015.1_36	COG0044	2e-150	0.3678	0.3721	1.012	0.9797
DHVB01000086.1_16	COG0358	9.74e-27	0.2283	0.1391	0.6092	0.7331
DHVB01000086.1_18	COG0776	3.04e-33	0.5222	0.5	0.9574	0.989
DHVB01000006.1_2	COG0329	1.33e-106	0.4266	0.4181	0.9799	1
DHVB01000006.1_4	COG0023	2.65e-22	0.4574	0.4135	0.9038	0.8545
DHVB01000006.1_7	COG1705	3e-39	0.3442	0.2637	0.7662	0.5
DHVB01000006.1_8	COG0188	0	0.5416	0.551	1.017	0.9578
DHVB01000006.1_10	COG0242	3.62e-26	0.3265	0.2857	0.875	0.2928
DHVB01000070.1_1	COG0463	1.14e-16	0.1887	0.1375	0.7285	0.8653
DHVB01000070.1_7	COG0731	1.27e-32	0.2876	0.2196	0.7635	0.876
DHVB01000070.1_8	COG0402	2.29e-23	0.2116	0.1995	0.943	1.037
DHVB01000070.1_10	COG1127	9.1e-87	0.4328	0.3916	0.9049	0.9444
DHVB01000070.1_11	COG0767	3.08e-37	0.3319	0.2959	0.8914	0.9714
DHVB01000070.1_12	COG0836	6.99e-127	0.397	0.3994	1.006	0.928
DHVB01000070.1_13	COG0642	3.54e-40	0.2412	0.2441	1.012	0.7963
DHVB01000070.1_14	COG0802	3.34e-40	0.3481	0.3154	0.906	0.9854
DHVB01000070.1_15	COG2204	1.29e-24	0.3411	0.09483	0.278	0.2481
DHVB01000070.1_17	COG0449	0	0.521	0.5394	1.035	1.002
DHVB01000070.1_19	COG0297	2.47e-24	0.208	0.1273	0.6119	1.1
DHVB01000070.1_20	COG0414	5.52e-113	0.4116	0.4	0.9719	0.9823
DHVB01000070.1_21	COG0853	3.59e-56	0.6542	0.5556	0.8492	0.9145
DHVB01000070.1_22	COG2870	7.95e-67	0.6154	0.1713	0.2784	0.7927
DHVB01000070.1_24	COG1066	0	0.4644	0.4583	0.9868	0.9978
DHVB01000070.1_25	COG1385	8.2e-52	0.3042	0.2968	0.9756	1.004
DHVB01000070.1_27	COG2027	1.78e-64	0.2553	0.2574	1.009	0.9854
DHVB01000070.1_28	COG0147	9.46e-50	0.2461	0.1688	0.6861	0.9724
DHVB01000070.1_30	COG0095	5.59e-84	0.44	0.4435	1.008	0.7553
DHVB01000070.1_31	COG0182	1.61e-150	0.5057	0.5144	1.017	1.009
DHVB01000070.1_32	COG0235	1.64e-50	0.3173	0.3014	0.9498	1
DHVB01000090.1_1	COG0438	2.96e-25	0.1983	0.1811	0.9134	0.9613
DHVB01000090.1_2	COG0812	2.17e-87	0.3245	0.378	1.165	1.003
DHVB01000090.1_4	COG1970	3.44e-41	0.5746	0.5923	1.031	0.964
DHVB01000090.1_5	COG0682	1.14e-39	0.3185	0.324	1.017	1.05
DHVB01000090.1_7	COG1611	1.69e-57	0.4088	0.361	0.8829	0.7637
DHVB01000090.1_8	COG0515	6.95e-22	0.2234	0.1693	0.7578	0.9417
DHVB01000090.1_10	COG0483	6.16e-83	0.4087	0.3962	0.9692	0.9582
DHVB01000090.1_11	COG0621	7.62e-136	0.3388	0.3318	0.9794	0.9862
DHVB01000090.1_14	COG4826	3.61e-96	0.3538	0.3512	0.9927	1.033
